content,score,source,app,clean_review,sentiment_score,sentiment_label,cluster
I don’t know is it just me I am frustrated with the app I have taken infinity plan and now they have suddenly locked all my khazana videos. Why you guys are scamming people ?,1,AppStore,PhysicsWallah,i dont know is it just me i am frustrated with the app i have taken infinity plan and now they have suddenly locked all my khazana videos why you guys are scamming people ,-0.5267,Negative,2
"After latest update it’s getting logged out spontaneously again and again. My exam is near , it’s frustrating.",1,AppStore,PhysicsWallah,after latest update its getting logged out spontaneously again and again my exam is near  its frustrating,-0.4404,Negative,0
Very poor support system they were not even listen to problem and were just procrastinating will see them in consumers court,1,AppStore,PhysicsWallah,very poor support system they were not even listen to problem and were just procrastinating will see them in consumers court,-0.4792,Negative,2
"Right now fix the bugs for the iPad users it’s very very very frustrating for us 
We have our exams it’s really disappointing 
Fix it right now",5,AppStore,PhysicsWallah,right now fix the bugs for the ipad users its very very very frustrating for us we have our exams its really disappointing fix it right now,-0.8035,Negative,2
"The app is continuously getting logged out on playing Lecture.
Please fix it asap as this is causing hindrance in studies",2,AppStore,PhysicsWallah,the app is continuously getting logged out on playing lectureplease fix it asap as this is causing hindrance in studies,-0.2263,Negative,2
Full of bugs and always stops working,1,AppStore,PhysicsWallah,full of bugs and always stops working,-0.1531,Negative,2
"Not working properly this app in my phone , my phone is iPhone 11 and I have update my phone but I face same problem some time it gets hang and not work properly",2,AppStore,PhysicsWallah,not working properly this app in my phone  my phone is iphone  and i have update my phone but i face same problem some time it gets hang and not work properly,-0.5499,Negative,2
I have facing problem in ios that no community is showing no dashboard is showing no points are showing no watch time showing nothing is showing in ios except lectures my performance also not showing,3,AppStore,PhysicsWallah,i have facing problem in ios that no community is showing no dashboard is showing no points are showing no watch time showing nothing is showing in ios except lectures my performance also not showing,-0.8591,Negative,4
The app doesn’t work well with iOS.,3,AppStore,PhysicsWallah,the app doesnt work well with ios,-0.2057,Negative,4
I am using this app on iPad for 1year it has a lot of problems some them are solved by now but main problem is live lectures are not working whenever I opened a live lecture it plays for around 1s and freeze their not working I tried every possible thing what’s the point of this app if the main thing live lectures won’t work I have purchased Arjuna jee 2025 infinity 1 year ago I am facing this problem since then pls fix it quickly.,4,AppStore,PhysicsWallah,i am using this app on ipad for year it has a lot of problems some them are solved by now but main problem is live lectures are not working whenever i opened a live lecture it plays for around s and freeze their not working i tried every possible thing whats the point of this app if the main thing live lectures wont work i have purchased arjuna jee  infinity  year ago i am facing this problem since then pls fix it quickly,-0.631,Negative,2
"Not good at all ,specially for iPhone users , even rotation option is not working",1,AppStore,PhysicsWallah,not good at all specially for iphone users  even rotation option is not working,-0.3412,Negative,4
"The updated version requires iOS 14.0 or later. And due to some issues I’m struggling to update the software. So, is the old version of the app still functioning?",4,AppStore,PhysicsWallah,the updated version requires ios  or later and due to some issues im struggling to update the software so is the old version of the app still functioning,-0.4215,Negative,0
Since I downloaded app and selecting my contact number it is loading and not working please help today is my exam and it is very important 🙏,1,AppStore,PhysicsWallah,since i downloaded app and selecting my contact number it is loading and not working please help today is my exam and it is very important ,-0.2088,Negative,2
