content,score,source,app
this is the very best app for students of neet and jee or class 12th to 9th very helpful web for the students of this to the class and very best mental comes in this app,5,PlayStore,PhysicsWallah
easy way,5,PlayStore,PhysicsWallah
this is very good and helpful for every student because this platform give opportunity to those students that cannot afford for competitive exams in offline. and all the pw teachers are very good they are not only teacher but they are emotion because they always stand for every student.,5,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
very wonderful app,5,PlayStore,PhysicsWallah
not able to join beta program,1,PlayStore,PhysicsWallah
pw app is very poor quality don't use user,1,PlayStore,PhysicsWallah
"Mai abhi recently 12th passout ki hu orr mere liye ye muskil tha apne liye best planner or guidance ko dhundh pana jo meri neet journey ko smooth kar sake jo mujhe pw ke plateform or affordable batch se mil raha hai jaha daily live lecture,dpp, doubt solution or test series join karke mujhe lagta hai ki mai v average se doctor ki journey ko aasan kar pa rahi hu ,A great thankful to u sir to supporting me when I have no any good planner ..",5,PlayStore,PhysicsWallah
Very wonderful 😊,5,PlayStore,PhysicsWallah
very good app,5,PlayStore,PhysicsWallah
great platform,5,PlayStore,PhysicsWallah
just amazing,5,PlayStore,PhysicsWallah
Best app for IIT JEE preparation. Top faculties are provided and user interface experience is also very good. But I will request ALAKH sir and PW team to remove the recent update cuz the subject section has been made less interactive in the update.,4,PlayStore,PhysicsWallah
app update was too bad please purana bala kr do kuc smjh ni aa ra h..,2,PlayStore,PhysicsWallah
good batch for neet,5,PlayStore,PhysicsWallah
best study for online,5,PlayStore,PhysicsWallah
it's good,5,PlayStore,PhysicsWallah
in this update new features are not good at all.,4,PlayStore,PhysicsWallah
nice app easy to use,5,PlayStore,PhysicsWallah
It is the bestest online learning platform I really enjoy this app all teachers are great we enjoy learning through this,5,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
In new version I can't download class notes there is no option in New update please fix this problem and please return class notes download option,1,PlayStore,PhysicsWallah
landscape mode?,2,PlayStore,PhysicsWallah
sir please we want the old theme of pw but after the recent update your team change it and make it technically good according to new mindset but old is our emotion don't ruin it sir please 🙏🙏,2,PlayStore,PhysicsWallah
BEST EDUCATIONAL PLATFORM.......IGNORING WEBSITE ISSUES. TEACHERS ARE EXCELLENT. REALLY HELPFUL FOR MY PREPARATION.,5,PlayStore,PhysicsWallah
no doubt best app for study 👍,5,PlayStore,PhysicsWallah
it's the best platform for students to study at a very friendly coast .,4,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
"🫶🏻I am preparing for NDA from PW, the study is very good, there are really good teachers here",5,PlayStore,PhysicsWallah
It's help in study very much,3,PlayStore,PhysicsWallah
best out of any coaching I am glad to take neev batch and i scored 98/100,5,PlayStore,PhysicsWallah
sir this app is amazing for study but in this update you have removed the option of view all content this option helps us to see that what lecture is uploaded next that's why please give that option of view all content plsss sir this update is best and it will become better if you add that feature also,5,PlayStore,PhysicsWallah
"The learning experience is 5 star but the app experience is not 5 star, its always the Xp issue; from this for 2 times I got to stay on same level, there should be a smooth tracking for the Xp... What is this? If i bought basic subscription of a batch ,then i would not have any right to ask doubts or watch the timeline, this new update sucks!",4,PlayStore,PhysicsWallah
Can be very useful if one want to prep.,3,PlayStore,PhysicsWallah
everything is great but there is a small problem about not getting xp and also increasing daily streak after watching classes. please do something about it,4,PlayStore,PhysicsWallah
poor update done,1,PlayStore,PhysicsWallah
lecture bahot slow download ho rha hai,3,PlayStore,PhysicsWallah
very useful platform,5,PlayStore,PhysicsWallah
yes! that's really good platform and helpfull for all students for all exams preparation.,5,PlayStore,PhysicsWallah
Best aap,5,PlayStore,PhysicsWallah
nice,5,PlayStore,PhysicsWallah
best app,5,PlayStore,PhysicsWallah
nice,5,PlayStore,PhysicsWallah
pw is best platform thankful to alkh sir for providing best teacher to us .,5,PlayStore,PhysicsWallah
ye kya faltu update hai sirrrrr ye kyo kiya lecture me kita kya dekha kite % atleast colour to white nai karte aur ye kita bekar lag rha hai dekhne me,3,PlayStore,PhysicsWallah
super,5,PlayStore,PhysicsWallah
this app is good for defence preparation as well as a feature in app to attract the students for study 😎,5,PlayStore,PhysicsWallah
fantastic and the best part is it's upgradation to show % completion of lectures + dpps helps to maintain 100 % completion tnxxx pw and if we have backlogs it's stimulate us for recovery to come in live class,5,PlayStore,PhysicsWallah
the xp and streak features are not working properly even after watching complete lecture XP's are not increasing and nor do streaks are updating,5,PlayStore,PhysicsWallah
Very very very very very very very very very very very very very very very very very BAD,1,PlayStore,PhysicsWallah
very good teachers and very nice experience,5,PlayStore,PhysicsWallah
pw is a best online reading platform 👍❤️,4,PlayStore,PhysicsWallah
best app for study,4,PlayStore,PhysicsWallah
your customer service are very poor 😕 no contact number and no customer service replys 😕😕,3,PlayStore,PhysicsWallah
physics wallah is a great app and has great faculty for all batches the feature of the streak is not available in my app so I request you to please fix it the feature of streak in app is great and I also want that feature so please fix my problem,5,PlayStore,PhysicsWallah
I like lectures but only the bigggg problem is that while opening the app it takes tooo long even I having mobile data along with wifi .. it is not opening at all how can I watch in laptop if it continue like this soo sad about this,2,PlayStore,PhysicsWallah
"I like alakh sir, he is great person in world 🌎 for me i like faculties of pw.most and most",5,PlayStore,PhysicsWallah
"Don't buy any batch, here there are so many technical glitches. I am block many time with hurting the spam policy of PW, and when I say my quarry in contact us section, I am block without any reason and put all my data with proper region that I am blocked without any reason, then the technical team response that you are right, but still I was blocked. Last year like this I am blocked for 1 month, without doing 'anything'. So, I shall change my no. PW, please listen my quarry and unblock me....",1,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
app must be updated,2,PlayStore,PhysicsWallah
full of bugs 🐛,1,PlayStore,PhysicsWallah
♥️,5,PlayStore,PhysicsWallah
very well organized platform,4,PlayStore,PhysicsWallah
First of all Thank you thank you pw group I really like this app because it not just a app it is whole learning path means if you study from here you will be do your best in study and the teacher they are teacher and friend both and their teaching style is too good you will not feel bore in class you just enjoy your study and sorry i don't have words to describe pw groups but it is awesome my dream is to meet with alakh sir i hope it comes true and I really thanku pw groups ❤,5,PlayStore,PhysicsWallah
Best App for NEET Preparation,5,PlayStore,PhysicsWallah
"new version is not good ... we can't see all the videos in a row .... we want the older version where all the lectures are available in different topic wise also in an all category please give the ""all content"" tab back.",5,PlayStore,PhysicsWallah
Only remember to collcet fees. Other matters ignored.,1,PlayStore,PhysicsWallah
"the content is good, after every 14 day the xp corner restarts and after restart i completed may lactures but my xp didn't grow",3,PlayStore,PhysicsWallah
good app,5,PlayStore,PhysicsWallah
very good,5,PlayStore,PhysicsWallah
Best learning app,5,PlayStore,PhysicsWallah
good,5,PlayStore,PhysicsWallah
beautiful ❤️,5,PlayStore,PhysicsWallah
very good,5,PlayStore,PhysicsWallah
"the earlier old interface was pretty good enough. But the recent one after the latest update is not good 😥😞. Its looking too complicated and ugly now👎👎. (i.e, earlier the dpp Pdfs were separated out in a well organised manner, but it's not there after the update and instead of that, now it is attached only with the lectures). So, its my humble request to the developers that, please bring back the older interface in the*Subject* section of the batch. Thank you.",1,PlayStore,PhysicsWallah
best,5,PlayStore,PhysicsWallah
too good,5,PlayStore,PhysicsWallah
In physics wallah app from where we have to download notes,4,PlayStore,PhysicsWallah
Great platform,5,PlayStore,PhysicsWallah
mast,5,PlayStore,PhysicsWallah
"Please ensure that the answers provided in the DPPs and tests are accurate. I’ve noticed multiple times that some answers are incorrect, and unfortunately, even the teachers explaining them try to justify those wrong answers as correct. This becomes very confusing for students who are studying online and relying entirely on your material. Kindly work on improving this.... and also make sure that tab users can rotate their screen while using the pw app",3,PlayStore,PhysicsWallah
